"Area","FundId","StarRatingFromEst","Name","NameEng","NameWarning","CPId","CPName","CPNameEng","AgentCPId","AgentCPName","AgentCPNameEng","RctName","Count","CurrencyCode","InceptionYmdOn","CategoryId","CategoryName","BroadAssetClassId","BroadAssetClassName","InvestmentStrategy","Custodian","CustodianFee","CustodianFeeUnitNameEng","ManagementFee","ManagementFeeUnitNameEng","MinInvestment","MinInvestmentUnit","DistnbutionStatus","FrontLoadFee","FrontLoadFeeUnitNameEng","SizeTransDate","FundSize","PriceTransDate","Price","PerformanceTransDate","UpDown","UpDownRate","Rr1w","Rr1M","Rr3M","Rr6M","RrThisYear","Rr1Y","Rr2Y","Rr3Y","Rr5Y","Rr10Y","RrFromEst","RatingTransDate","Alpha1Y","Beta1Y","Sharpe1Y","StdDev1Y","Alpha3Y","Beta3Y","Sharpe3Y","StdDev3Y","AriMean3Y","Alpha5Y","Beta5Y","Sharpe5Y","StdDev5Y","Alpha10Y","Beta10Y","Sharpe10Y","StdDev10Y","RiskRatingFromEst","ProviderId","EcAllot","RspAllot","EcRedem","EcSwitch","StopTradeType"
"B","046017","3","MFS全盛基金系列-MFS全盛美國政府債券基金 A2(美元)","MFS Meridian US Gov Bond A2 USD","","43","MFS全盛基金","MFS Meridian Funds","64","柏瑞證券投資信託股份有限公司","PineBridge Investments Mgmt Taiwan Ltd","盧森堡","33","USD","20050926","221","美元政府債券","null","債券基金","基金的投資目標為符合保本的以美元計值的當前收入.基金由團隊管理,主要投資於美國財政部及機構的債務投資組合,旨在為投資者提供高信用質素的固定收益投資組合.基金透過在不同政府證券間的行業輪換尋求增值,該等證券包括:美國國庫債券,政府房屋貸款協會債券(Ginnie Maes),聯邦住宅貸款公司債券(Freddie Macs),聯邦國家抵押貸款協會(Fannie Maes),學生貸款協會(Sallie Maes),及其他美國機構和組織的證券.","道富銀行盧森堡","null","null","0.6","Percentage","5000","Monetary","分配","1.5","Percentage","20160930","462410000","20161108","10.58","20161031","-0.02","-0.19","-0.22578","-0.78578","-1.22249","0.42535","2.74221","2.07529","3.18415","5.64864","6.50794","39.37344","84.7792","201609","-1.09","0.98","0.72","2.5","-1.03","0.97","0.72","2.41","0.155","-0.96","0.98","0.5","2.37","-0.78","0.96","0.88","2.93","2","58","Y","Y","Y","Y","null"
"B","046030","3","MFS全盛基金系列-MFS全盛美國密集成長基金 A1(美元)","MFS Meridian US Concentrated Gr A1 USD","","43","MFS全盛基金","MFS Meridian Funds","64","柏瑞證券投資信託股份有限公司","PineBridge Investments Mgmt Taiwan Ltd","盧森堡","29","USD","19990312","175","美國大型增長型股票","null","股票基金","基金的投資目標為以美元計值的資本增值.基金主要投資於美國的成長股票證券投資組合.基金採用MFS股票投資專業人士自下而上的基礎研究,於經挑選預期可長期持續產生高於平均水平盈利增長的行業或產業選擇股票證券,尋求增值.","道富銀行盧森堡","null","null","1.15","Percentage","5000","Monetary","不分配","3","Percentage","20160930","442640000","20161108","15.95","20161031","0.33","2.12","-2.16853","-3.3068","-4.93679","0.44529","3.06789","0.89457","6.68919","17.22347","57.11445","71.8172","57.9001","201610","-3.62","1.03","0.1","10.71","-3.35","1.02","0.51","11.33","0.494","-4.02","1.03","0.86","11.14","-0.84","0.96","0.38","15.22","4","58","Y","Y","Y","Y","null"
"B","046032","4","MFS全盛基金系列-MFS全盛美國價值基金A1(美元)","MFS Meridian US Value A1 USD","","43","MFS全盛基金","MFS Meridian Funds","64","柏瑞證券投資信託股份有限公司","PineBridge Investments Mgmt Taiwan Ltd","盧森堡","39","USD","20020201","176","美國大型價值型股票","null","股票基金","基金的主要投資目標為以美元計值的資本增值,次要投資目標為合理收益.基金主要投資於美國的股票證券投資組合,並尋求股價過低的優質公司.基金透過根據MFS股票投資專業人士自下而上的基礎研究進行股票證券揀選,尋求增值.","道富銀行盧森堡","null","null","1.05","Percentage","5000","Monetary","不分配","3","Percentage","20160930","1526350000","20161108","23.14","20161031","0.45","1.99","-0.43516","-2.01285","-2.80374","1.46341","5.77901","3.01666","6.5177","18.30404","69.73294","57.90206","140.697708","201610","-2.72","0.91","0.32","9.6","-1.68","1","0.56","10.8","0.515","-2.02","1.01","1.03","10.76","-0.36","0.92","0.33","15.08","4","58","Y","Y","Y","Y","null"
"B","046031","null","MFS全盛基金系列-MFS全盛美國價值基金AH1歐元避險","MFS Meridian US Value AH1 EUR","","43","MFS全盛基金","MFS Meridian Funds","64","柏瑞證券投資信託股份有限公司","PineBridge Investments Mgmt Taiwan Ltd","盧森堡","28","EUR","20110201","830","美國股票 - 貨幣對沖","null","股票基金","基金的主要投資目標為以美元計值的資本增值,次要投資目標為合理收益.基金主要投資於美國的股票證券投資組合,並尋求股價過低的優質公司.基金透過根據MFS股票投資專業人士自下而上的基礎研究進行股票證券揀選,尋求增值.","道富銀行盧森堡","null","null","1.05","Percentage","4000","Monetary","不分配","3","Percentage","20160930","1358207283.85","20161108","15.51","20161031","0.17","1.11","-0.51513","-2.02917","-3.37711","0.71708","5.24523","2.04756","4.95925","16.78004","62.46057","null","54.50001","null","-5.94","1.24","0.13","15.11","-10.61","1.24","-0.06","15.2","-0.073","-11.72","1.37","0.38","16.34","null","null","null","null","4","58","Y","Y","Y","Y","null"
"B","046025","2","MFS全盛基金系列-MFS全盛通脹調整債券基金A1(美元)","MFS Meridian Infl Adj Bond A1 USD","","43","MFS全盛基金","MFS Meridian Funds","64","柏瑞證券投資信託股份有限公司","PineBridge Investments Mgmt Taiwan Ltd","盧森堡","30","USD","20050926","683","美元通脹掛鉤債券","null","債券基金","基金的投資目標是總回報率超過通貨膨脹率作為衡量的,在美國就長期而言,衡量美元.該基金主要投資於投資組合的通貨膨脹保護證券,側重於美國財政部通貨膨脹保護證券(提示),因為它旨在提供固定收益的投資者的保護措施對通貨膨脹風險.","道富銀行盧森堡","null","null","0.6","Percentage","5000","Monetary","不分配","1.5","Percentage","20160930","110340000","20161108","14.51","20161031","0","0","-0.06873","-0.5472","-0.61517","1.25348","5.89949","4.52912","1.82073","2.25035","0.69251","33.88585","45.4001","201609","-1.49","1.04","1.18","3.58","-1.34","1.01","0.17","4.19","0.069","-1.32","1","0.03","4.67","-1.45","1","0.37","6.35","2","58","Y","Y","Y","Y","null"
"B","046026","2","MFS全盛基金系列-MFS全盛通脹調整債券基金A2(美元)","MFS Meridian Infl Adj Bond A2 USD","","43","MFS全盛基金","MFS Meridian Funds","64","柏瑞證券投資信託股份有限公司","PineBridge Investments Mgmt Taiwan Ltd","盧森堡","28","USD","20050926","683","美元通脹掛鉤債券","null","債券基金","基金的投資目標是總回報率超過通貨膨脹率作為衡量的,在美國就長期而言,衡量美元.該基金主要投資於投資組合的通貨膨脹保護證券,側重於美國財政部通貨膨脹保護證券(提示),因為它旨在提供固定收益的投資者的保護措施對通貨膨脹風險.","道富銀行盧森堡","null","null","0.6","Percentage","5000","Monetary","分配","1.5","Percentage","20160930","110340000","20161108","11.21","20161031","0","0","-0.08889","-0.61892","-0.68028","1.17826","5.91743","4.56141","1.81078","2.23595","0.69683","33.70833","45.19059","201609","-1.54","1.05","1.16","3.65","-1.34","1.01","0.17","4.19","0.069","-1.31","0.99","0.03","4.66","-1.46","1","0.37","6.35","2","58","Y","Y","Y","Y","null"
"B","046037","3","MFS全盛基金系列-MFS全盛新興市場股票基金A1(美元)","MFS Meridian Emerging Markets Eq A1 USD","","43","MFS全盛基金","MFS Meridian Funds","64","柏瑞證券投資信託股份有限公司","PineBridge Investments Mgmt Taiwan Ltd","盧森堡","29","USD","20060831","155","新興市場股票","null","股票基金","基金的投資目標為以美元計值的資本增值.基金主要投資於新興市場股票證券投資組合.基金根據盈利前景及估值,尋求富吸引力的股票證券,並嘗試根據MFS股票投資專家自下而上的基礎研究,透過證券揀選尋求增值.","道富銀行盧森堡","null","null","1.15","Percentage","5000","Monetary","不分配","3","Percentage","20160930","66180000","20161108","11.36","20161031","0.23","2.08","-1.05171","-0.52863","3.86385","9.08213","12.00397","5.51402","-9.7522","-13.2206","-8.06189","8.7669","12.90002","201609","-2.22","0.84","0.4","15.37","-2.94","0.89","-0.25","14.81","-0.304","-2.22","0.91","-0.04","15.24","-2.5","0.93","0.12","22.3","5","58","Y","Y","Y","Y","null"
"B","046036","3","MFS全盛基金系列-MFS全盛新興市場股票基金A1(歐元)","MFS Meridian Emerging Markets Eq A1 EUR","","43","MFS全盛基金","MFS Meridian Funds","64","柏瑞證券投資信託股份有限公司","PineBridge Investments Mgmt Taiwan Ltd","盧森堡","26","EUR","20060831","155","新興市場股票","null","股票基金","基金的投資目標為以美元計值的資本增值.基金主要投資於新興市場股票證券投資組合.基金根據盈利前景及估值,尋求富吸引力的股票證券,並嘗試根據MFS股票投資專家自下而上的基礎研究,透過證券揀選尋求增值.","道富銀行盧森堡","null","null","1.15","Percentage","4000","Monetary","不分配","3","Percentage","20160930","58889611.19","20161108","13.11","20161031","0.26","2.03","-2.00893","1.85615","5.61347","13.92734","11.61017","5.86817","2.89061","7.16029","14.82128","26.27038","31.70005","201609","-2.86","0.86","0.37","15.76","-2.99","0.91","-0.25","15.31","-0.31","-2.57","0.93","-0.06","15.66","-2.5","0.94","0.12","22.51","5","58","Y","Y","Y","Y","null"
"B","046008","4","MFS全盛基金系列-MFS全盛新興市場債券基金 A1(美元)","MFS Meridian Emerg Mkts Dbt A1 USD","本基金有相當比重投資於非投資等級之高風險債券","43","MFS全盛基金","MFS Meridian Funds","64","柏瑞證券投資信託股份有限公司","PineBridge Investments Mgmt Taiwan Ltd","盧森堡","44","USD","20010131","225","新興市場債券","null","債券基金","基金的投資目標為以美元計值的總投資回報.基金採用自上而下深入研究的方式,主要投資於新興市場債務證券.國家揀選是投資過程的基石.證券揀選透過使用定量模式而得以強化.公司債務證券的投資由MFS的研究分析家作出.","道富銀行盧森堡","null","null","0.9","Percentage","5000","Monetary","不分配","1.5","Percentage","20160930","3527150000","20161108","36.57","20161031","0.09","0.25","-0.9772","-0.92341","0.88496","5.76979","12.24615","9.9789","6.94811","12.94119","26.88697","86.88523","325.5419","201609","-0.54","0.91","1.69","5.56","-1.3","0.92","0.73","5.62","0.351","-0.91","0.95","0.74","6.59","-0.96","1.04","0.64","9.28","3","58","Y","Y","Y","Y","null"
"B","046035","4","MFS全盛基金系列-MFS全盛新興市場債券基金 A1(歐元)","MFS Meridian Emerg Mkts Dbt A1 EUR","基金有相當比重投資於非投資等級之高風險債券","43","MFS全盛基金","MFS Meridian Funds","64","柏瑞證券投資信託股份有限公司","PineBridge Investments Mgmt Taiwan Ltd","盧森堡","21","EUR","20050926","225","新興市場債券","null","債券基金","基金的投資目標為以美元計值的總投資回報.基金採用自上而下深入研究的方式,主要投資於新興市場債務證券.國家揀選是投資過程的基石.證券揀選透過使用定量模式而得以強化.公司債務證券的投資由MFS的研究分析家作出.","道富銀行盧森堡","null","null","0.9","Percentage","4000","Monetary","不分配","1.5","Percentage","20160930","3138599155.65","20161108","22.26","20161031","0.05","0.23","-1.96592","1.44665","2.55941","10.37875","11.80867","10.32448","21.82411","39.46551","58.47458","117.021393","124.40004","201609","-2.14","1.02","1.44","6.25","-1.73","0.97","0.64","6.18","0.342","-1.55","1","0.64","7.18","-1.13","1.07","0.61","9.74","3","58","Y","Y","Y","Y","null"
"B","046009","4","MFS全盛基金系列-MFS全盛新興市場債券基金 A2(美元)","MFS Meridian Emerg Mkts Dbt A2 USD","本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金","43","MFS全盛基金","MFS Meridian Funds","64","柏瑞證券投資信託股份有限公司","PineBridge Investments Mgmt Taiwan Ltd","盧森堡","28","USD","20021001","225","新興市場債券","null","債券基金","基金的投資目標為以美元計值的總投資回報.基金採用自上而下深入研究的方式,主要投資於新興市場債務證券.國家揀選是投資過程的基石.證券揀選透過使用定量模式而得以強化.公司債務證券的投資由MFS的研究分析家作出.","道富銀行盧森堡","null","null","0.9","Percentage","5000","Monetary","分配","1.5","Percentage","20160930","3527150000","20161108","17.79","20161031","0.05","0.28","-0.93993","-0.88481","0.90657","5.82695","12.27796","10.00668","6.99405","12.95508","26.91897","86.93755","497.877838","201609","-0.48","0.91","1.7","5.54","-1.29","0.92","0.73","5.61","0.352","-0.9","0.94","0.74","6.58","-0.96","1.04","0.64","9.29","3","58","Y","Y","Y","Y","null"
"B","046029","null","MFS全盛基金系列-MFS全盛新興市場債券基金 A3 (美元)","MFS Meridian Emerg Mkts Dbt A3 USD","本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金","43","MFS全盛基金","MFS Meridian Funds","64","柏瑞證券投資信託股份有限公司","PineBridge Investments Mgmt Taiwan Ltd","盧森堡","34","USD","20150922","225","新興市場債券","null","債券基金","基金的投資目標為以美元計值的總投資回報.基金採用自上而下深入研究的方式,主要投資於新興市場債務證券.國家揀選是投資過程的基石.證券揀選透過使用定量模式而得以強化.公司債務證券的投資由MFS的研究分析家作出.","道富銀行盧森堡","null","null","0.9","Percentage","null","null","分配","1.5","null","20160930","3527150000","20161108","17.59","20161031","0.05","0.29","-0.97994","-0.92428","0.88374","5.77831","12.18977","9.95296","null","null","null","null","10.93225","null","-0.53","0.91","1.69","5.54","null","null","null","null","null","null","null","null","null","null","null","null","null","3","58","Y","Y","Y","Y","null"
"B","046028","null","MFS全盛基金系列-MFS全盛新興市場債券基金 AH3 (歐元)","MFS Meridian Emerg Mkts Dbt AH3 EUR","本基金有相當比重投資於非投資等級之高風險債券且配息來源可能為本金","43","MFS全盛基金","MFS Meridian Funds","64","柏瑞證券投資信託股份有限公司","PineBridge Investments Mgmt Taiwan Ltd","盧森堡","31","EUR","20150922","680","環球新興市場債券(歐元傾向)","null","債券基金","基金的投資目標為以美元計值的總投資回報.基金採用自上而下深入研究的方式,主要投資於新興市場債務證券.國家揀選是投資過程的基石.證券揀選透過使用定量模式而得以強化.公司債務證券的投資由MFS的研究分析家作出.","道富銀行盧森堡","null","null","0.9","Percentage","null","null","分配","1.5","null","20160930","3138599155.65","20161108","10.2","20161031","-0.07","-0.68","-1.06687","-1.06687","0.35059","5.0259","11.64727","8.84017","null","null","null","null","9.04837","null","6.18","0.22","1.53","5.86","null","null","null","null","null","null","null","null","null","null","null","null","null","3","58","Y","Y","Y","Y","null"
