tejId,currentStatus,fundTongYiNumber,isinCode,fundChineseName,fundEnglishName,issueCompanyName,custodianInstitutionName,guaranteeAgencyName,generalAgentAbbreviation,issueInstitution,foundDate,enterDate,ipoDate,clearDate,clearDescription,fundScale,marketType,regionType,type,category,investTarget,revocationDate,couponMode,tejCategory,associationCategory,riskReturnLevel,registerPlace,otherCurrencyType,saleInsitution,fundLinkProduct,isMajorFund,majorFundId,isUmbrellaFund,umbrellaMember1,umbrellaMember2,totalIssueAmount,foundAsset,currencyType,txUnit,managementFeeUpperBoundPercent,managementFeeLowerBoundPercent,custodianFeeUpperBoundPercent,custodianFeeLowerBoundPercent,salesChargeUpperBoundPercent,salesChargeLowerBoundPercent,redemptionFee,beneficiacryMeetingFeeTenThousand,firstRedemptionDate,turnOpenDate,currentManagerA,exFund1OfManagerA,exFund2OfManagerA,currentManagerB,exFund1OfManagerB,exFund2OfManagerB,investTarget1,investTarget2,investTarget3,investTarget4,investTarget5,investTarget6,investTarget7,investTarget8,investTarget9,investTarget10,investTarget11,investTarget12,investTarget13,investTarget14,investTarget15,investTarget16,investTarget17,investTarget18,originalFundName,originalFoundDate,changeName1,changeNameDate1,changeName2,changeNameDate2,changeName3,changeNameDate3,changeName4,changeNameDate4,changeCodeDescription1,changeCodeDescription2,changeCodeDescription3
0060 新台灣,Current,10342511,TW0000060003,元大新台灣證券投資信託基金,Yuanta/P-shares TWSE Taiwan Non－Tech 50 ETF,元大證券投資信託,台新銀,,,,2008/08/06,2008/08/06,2008/08/18,2016/03/04,清算,,,,開放,"國內募集,投資國內",ETF,,,國內指數-一般ETF,國內指數-一般ETF,RR5,,,,,Y,0060,N,,,"61,153,000","760,024",NTD,"1,000",0.4,0.3,0.035,0,2,0,0,50,,2016/02/26,謝宜蓁(2014/05/12到任),元大新台灣證券投資信託基金(2014/05/12~2016/03/04),,,,,本基金投資於上市櫃股票、以原股東身份認購已上市之現金增資股票及認購已上,市同種類現金增資承銷股票及初次上市股票之承銷股票，並依下列規範進行投資,：(1) 經理公司應採用指數化策略，將本基金儘可能於扣除各項必要費用之後複,製標的指數之績效表現。本基金為達成上述目的將以全部或幾近全部之資產，依,標的指數編製之權值比例分散投資於各成分股。,(2) 前項指數化策略，包含a.完全複製法及b.最佳化方法。本基金之操作策略原,則上以完全複製法為主，但如有a.因市場因素可能使基金無法依指數權值比例購,買每一成分股時，或b.預期標的指數成分股即將異動等情況，為配合實際需要，,經理公司得以最佳化方法進行資產管理，以追求貼近標的指數之績效表現。,(3) 本基金投資於上櫃股票或初次上市股票之承銷股票，限於該上櫃股票及初次,上市股票之承銷股票已公布將於證券交易所上市訊息，且經理公司依其專業判斷,預期該股票於開始上市時即會經指數提供者納入為標的指數成分股。,(4) 本基金自上市日起追蹤標的指數。,,,,,,寶來新台灣,2008/08/06,元大寶來新台灣基金,2012/10/26,元大新台灣基金,2015/10/15,,,,,,,
0061 元大寶滬深,Current,25610486,TW0000061001,元大標智滬深300 證券投資信託基金,W.I.S.E. Yuanta/P-shares CSI 300 ETF,元大證券投資信託,中信銀,,,,2009/08/04,2009/08/04,2009/08/17,,,,,,開放,"國內募集,投資國內外",ETF,,,跨國-中國一般ETF,跨國-中國一般ETF,RR5,,,,,Y,0061,N,,,"357,116,000","7,142,000",NTD,"1,000",0.3,0,0.1,0,1,0.3,0,50,,,陳品橋(2015/08/24到任),元大上證50基金(2015/11/20~2015/12/31),元大台灣中型 100證券投資信託基金(2014/02/05~2014/04/20),,,,本基金投資於香港證券交易所掛牌之標的基金，並依下列規範進行投資：,1.經理公司運用模擬策略，本基金於扣除各項必要費用之後，將本基金資產投資,於標的基金，標的基金以追蹤滬深300 指數為目標，本基金將藉由投資標的基金,儘可能達到標的指數表現。本基金為達成前述目的，應自上市日起，將以法令限,制範圍內或本基金淨資產價值之90％或以上之資產（兩者以較高者為準），投資,於香港證券交易所掛牌之標的基金。,2.本基金之模擬操作策略原則上以前述1.方法為主，但為符合本基金之資金調度,需要，本基金將小幅投資於指數期貨（不得超過本基金淨資產價值之10％），以,使本基金投資標的基金加計指數期貨之整體曝險，能貼近本基金淨資產價值之10,0％。,3.因發生申購／買回失敗、本基金信託契約第二十條第三項之情事導致投資標的,基金不符前述投資比例之限制者，應於事實發生之次日起三個營業日內調整投資,組合至符合前述1.規定之比例。,4.本基金自成立日起投資標的基金。但依經理公司之專業判斷，在特殊情形下，,為分散風險、確保基金安全之目的，得不受前述投資比例之限制，所謂特殊情形,，係指本基金信託契約終止前一個月。,,,寶來標智滬深300,2009/08/04,元大寶來標智滬深300 基金,2012/10/26,元大標智滬深300 基金,2015/10/15,,,,,KY29   於20090804換碼為0061   。,,
006201 元大富櫃50,Current,26282102,TW0000062017,元大櫃買 ETF傘型證券投資信託基金之富櫃50證券投資信託基金,Yuanta/P-shares Taiwan GreTai 50 ETF,元大證券投資信託,國泰世華,,,,2011/01/12,2011/01/12,2011/01/27,,,,,,開放,"國內募集,投資國內",ETF,,,國內指數-一般ETF,國內指數-一般ETF,RR5,,,,,Y,006201,Y,006202  寶來富盈債券,,"105,946,000","1,492,000",NTD,"1,000",0.4,0.3,0.035,0,2,0,0,50,,,林良一(2015/10/21到任),,,,,,兩檔子基金均為指數股票型基金( ETF)，分別追蹤標的指數「富櫃五十指數」及,「台灣指標公債指數」之績效表現為目標，將各子基金全部或主要部分資產依標,的指數編製之權值比例分散投資於各成分證券。,,,,,,,,,,,,,,,,寶富櫃,2010/09/24,元大寶來富櫃50基金,2012/09/07,元大富櫃50基金,2015/10/15,元大富櫃50,2016/06/27,,,KY38   於20110103換碼為006201 。,,
006202 寶富盈,Current,26282095,TW0000062025,元大寶來櫃買 ETF傘型證券投資信託基金之富盈債券證券投資信託基金,Yuanta/P-shares Taiwan Government Bond ETF,元大證券投資信託,一銀,,,,2011/01/12,2011/01/12,2011/01/27,2013/05/27,清算,,,,開放,"國內募集,投資國內",ETF,,,指數債券型,指數債券型,RR2,,,,,Y,006202,Y,006201  寶來富櫃50,,"55,999,000","350,000",NTD,"1,000",0.25,0.2,0.035,0,2,0,0,50,,,張美媛(2011/01/12到任),元大亞太政府公債指數基金 B類型(2013/04/03~2014/05/20),元大亞太政府公債指數基金 A類型(2013/04/03~2014/05/20),,,,兩檔子基金均為指數股票型基金( ETF)，分別追蹤標的指數「富櫃五十指數」及,「台灣指標公債指數」之績效表現為目標，將各子基金全部或主要部分資產依標,的指數編製之權值比例分散投資於各成分證券。,,,,,,,,,,,,,,,,寶富盈,2010/09/24,元大寶來富盈債券基金,2012/10/26,,,,,,,KY39   於20110103換碼為006202 。,,
006203 元大MSCI台灣,Current,26306553,TW0000062033,元大摩臺證券投資信託基金,Yuanta/P-shares MSCI Taiwan ETF,元大證券投資信託,一銀,,,,2011/04/21,2011/04/21,2011/05/12,,,,,,開放,"國內募集,投資國內",ETF,,,國內指數-一般ETF,國內指數-一般ETF,RR4,,,,,Y,006203,N,,,"32,218,000","726,540",NTD,"1,000",0.3,0,0.035,0,2,0,0,50,,,陳思蓓(2012/05/28到任),元大印度指數證券投資信託基金(2010/09/24~2011/09/14),,,,,該基金為指數股票型基金(ETF)，以追蹤標的指數「MSCI Taiwan Index (MSCI台,灣指數)」之績效表現為目標。,,,,,,,,,,,,,,,,,寶摩臺,2011/04/21,元大寶來摩根臺灣基金,2012/10/26,元大摩臺基金,2015/10/15,,,,,KY42   於20110422換碼為006203 。,,
006204 永豐臺灣加權,Current,26332314,TW0000062041,永豐臺灣加權 ETF證券投資信託基金,Sinopac TAIEX ETF,永豐證券投資信託,國泰世華,,,,2011/09/06,2011/09/06,2011/09/28,,,,,,開放,"國內募集,投資國內",ETF,,,國內指數-一般ETF,國內指數-一般ETF,RR4,,,,,Y,006204,N,,,"22,000,000","294,640",NTD,"1,000",0.32,0,0.035,0,2,0,0,100,,,蔣松原(2014/07/07到任),永豐滬深 300紅利指數證券投資信託基金(2014/06/05~2014/09/23),,,,,該基金為指數股票型基金 (ETF)，以追蹤標的指數「臺灣證券交易所發行量加權,價指數」之績效表現為目標。,,,,,,,,,,,,,,,,,永豐臺灣加權 ETF基金,2011/09/06,,,,,,,,,GC31   於20110830換碼為006204 。,,
006205 FB上証,Current,26334740,TW0000062058,富邦上証 180證券投資信託基金,Fubon SSE180 ETF,富邦證券投資信託,台新銀,,,,2011/08/30,2011/08/30,2011/09/26,,,,,,開放,"國內募集,投資國內外",ETF,,,跨國-中國一般ETF,跨國-中國一般ETF,RR5,,,,,Y,006205,N,,,"148,772,000","2,975,440",NTD,"1,000",0.99,0,0.1,0,1.5,0.6,0,100,,,簡伯容(2015/08/14到任),,,,,,該基金為一開放式指數股票型基金 (ETF)，以追蹤標的指數「上証 180指數」之,績效表現為目標，經理公司富邦投信運用最佳化法策略，將基金 90%或以上之資,產直接投資於大陸地區上海證券交易所「上証 180指數」之成分股。,該基金採取現金申購與贖回，投資人不會直接持有「上証 180指數」之成份股票,。該基金投資標的為大陸地區之有價證券，另受限於大陸地區外匯額度管制，匯,入匯出時間之期限等相關規定，爰相關費用、申購與贖回程序及基金風險等，投,資人須詳閱基金公開說明書。,,,,,,,,,,,,富邦上証 180基金,2011/07/06,,,,,,,,,,,
006206 元大上證50,Current,31830488,TW0000062066,元大中國傘型證券投資信託基金之上證50證券投資信託基金,Yuanta/P-shares SSE50 ETF,元大證券投資信託,玉山銀,,,,2012/04/25,2012/04/25,2012/05/11,,,,,,開放,"國內募集,投資國內外",ETF,,,跨國-中國一般ETF,跨國-中國一般ETF,RR5,,,,,Y,006206,Y,KY45   寶來中國平衡,,"134,778,000","2,695,560",NTD,"1,000",0.99,0,0.1,0,1,0,50,50,,,盧永祥(2016/06/01到任),元大上證50基金(2015/07/20~2015/11/19),元大台灣中型 100證券投資信託基金(2014/04/21~2015/10/20),,,,上證50證券投資信託基金為一開放式指數股票型基金( ETF)，以追蹤「上證50指,數」之績效表現為目標，投資於大陸地區上海證券交易所「上證50指數」成份股,票不低於基金淨資產價值之百分之七十。該基金採取現金申購與贖回，投資人不,會直接持有「上證50指數」之成份股票。該基金主要投資標的為大陸地區之有價,證券，另受限於大陸地區外匯額度管制，匯入匯出時間之期限等相關規定，爰相,關費用、申購與贖回程序及基金風險等，投資人須詳閱基金公開說明書。,,,,,,,,,,,,,元上證,2012/04/25,元大寶來上證50基金,2012/10/26,元大上證50基金,2015/10/15,,,,,,,
006207 復華滬深300,Current,31835478,TW0000062074,復華滬深300 A股證券投資信託基金,FUH HWA CSI 300 A SHARES EXCHANGE TRADED FUND,復華證券投資信託,一銀,,,,2012/06/05,2012/06/05,2012/06/22,,,,,,開放,"國內募集,投資國內外",ETF,,,跨國-中國一般ETF,跨國-中國一般ETF,RR5,,,,,Y,006207,N,,,"136,892,000","2,053,380",NTD,"1,000",0.75,0,0.1,0,3,1,-,100,,,沈思瑩(2015/08/03到任),,,,,,該基金為一開放式指數股票型基金 (ETF)，以追蹤標的指數「滬深 300指數」之,績效表現為目標，經理公司復華投信運用最佳化複製法策略，將基金 80%或以上,之資產直接投資於大陸地區上海證券交易所與深圳證券交易所「滬深 300指數」,之成分股。,該基金採取現金申購與贖回，投資人不會直接持有「滬深 300指數」之成份股票,。該基金投資標的為大陸地區之有價證券，另受限於大陸地區外匯額度管制，匯,入匯出時間之期限等相關規定，爰相關費用、申購與贖回程序及基金風險等，投,資人須詳閱基金公開說明書。,,,,,,,,,,,復華滬深300 A股基金,2012/06/05,,,,,,,,,,,
006208 FB台50,Current,31840182,TW0000062082,富邦台灣釆吉50 證券投資信託基金,Fubon FTSE TWSE Taiwan 50 ETF,富邦證券投資信託,一銀,,,,2012/06/22,2012/06/22,2012/07/17,,,,,,開放,"國內募集,投資國內",ETF,,,國內指數-一般ETF,國內指數-一般ETF,RR5,,,,,Y,006208,N,,,"27,040,000","496,200",NTD,"1,000",0.3,0,0.035,0,1.5,0,-,100,,,粘瑞益(2013/11/12到任),富邦台灣科技指數證券投資信託基金(2015/07/01~2015/08/13),富邦台灣發達指數股票型證券投資基金(2014/10/09~2015/08/13),,,,本基金為指數股票型基金(ETF)，以追蹤標的指數「FTSE TWSE Taiwan 50 Index,(富時臺灣證券交易所臺灣50指數)」之績效表現為目標。基金將以完全複製法管,理投資組合（完全複製法意指基金完全依照所追蹤指數之成分股內容及成分股權,重進行投資），如遇成分股流動性不足或其他市場因素使基金難以使用完全複製,法管理投資組合，或預期標的指數成分股即將異動等情況，經理公司得視實際需,要以最佳化法模擬指數表現，以追求貼近標的指數之績效表現。,,,,,,,,,,,,,富邦台灣釆吉50基金,2012/06/22,,,,,,,,,,,
00631L 元大台灣50正2,Current,38619904,TW00000631L0,元大 ETF傘型證券投資信託基金之台灣50單日正向 2倍證券投資信託基金,Yuanta Daily Taiwan 50 Bull 2X ETF,元大證券投資信託,華銀,,,,2014/10/23,2014/10/23,2014/10/31,,,,,,開放,"國內募集,投資國內",ETF,,,國內指數-二倍ETF,國內指數-二倍ETF,RR5,,,,,Y,00631L,Y,00632R T50反1,,"38,084,000","1,236,587",NTD,"1,000",1,0,0.04,0,1,0,0,50,,,陳威志(2015/08/01到任),元大寶來台股指數基金(2015/05/25~2015/06/26),元大台灣電子科技證券投資信託基金(2012/03/16~2013/11/13),,,,此基金以追蹤臺灣50指數單日正向2 倍報酬表現為基金投資組合管理之目標，將,基金投資國內之上市(櫃)公司股票、ETF 、認購(售)權證、國內指數型、債券型,及貨幣市場型基金、期貨信託基金等有價證券及貨幣市場工具；為達前述操作目,標，投資於相關有價證券及證券相關商品之整體曝險部位不得低於基金淨資產價,值之180%，且不得超過220%。,,,,,,,,,,,,,,元大寶來 ETF台灣50正 2倍,2014/10/23,元大 ETF台灣50正 2倍,2015/10/15,元大台灣50單日正向 2倍,2016/06/27,,,,,YT85   於20141031換碼為00631L 。,因應基金掛牌上市交易，於20141031換碼為00631L,
00632R 元大台灣50反1,Current,38619910,TW00000632R5,元大 ETF傘型證券投資信託基金之台灣50單日反向 1倍證券投資信託基金,Yuanta Daily Taiwan 50 Bear -1X ETF,元大證券投資信託,華銀,,,,2014/10/23,2014/10/23,2014/10/31,,,,,,開放,"國內募集,投資國內",ETF,,,國內指數-反向ETF,國內指數-反向ETF,RR5,,,,,Y,00632R,Y,00631L T50正2,,"367,149,000","1,426,736",NTD,"1,000",1,0,0.04,0,1,0,0,50,,,陳威志(2014/10/23到任),元大寶來台股指數基金(2015/05/25~2015/06/26),元大台灣電子科技證券投資信託基金(2012/03/16~2013/11/13),,,,此基金以追蹤臺灣50指數單日反向1 倍報酬表現為基金投資組合管理之目標，將,基金投資於國內之上市(櫃)公司股票、ETF 、認購(售)權證、國內債券型及貨幣,市場型基金、期貨信託基金等有價證券及貨幣市場工具；為達前述操作目標，投,資於相關有價證券及證券相關商品之整體曝險部位不得低於基金淨資產價值之75,%，且不得超過110%。,,,,,,,,,,,,,,元大寶來 ETF台灣50反 1倍,2014/10/23,元大 ETF台灣50反 1倍,2015/10/15,元大台灣50單日反向 1倍,2016/06/27,,,,,YT86   於20141031換碼為00632R 。,因應基金掛牌上市交易，於20141031換碼為00632R,
00633L FB上証正2,Current,38633011,TW00000633L6,富邦中國 ETF傘型證券投資信託基金之富邦上証 180單日正向兩倍證券投資信託基金,Fubon China ETF Umbrella Fund-Fund SSE 180 Leveraged 2X Index ETF,富邦證券投資信託,永豐銀行,,,,2014/11/11,2014/11/11,2014/11/25,,,,,,開放,"國內募集,投資國內外",ETF,,,跨國-中國二倍ETF,跨國-中國二倍ETF,RR5,,,,,Y,00633L,Y,00634R 富邦上証 180反 1,,"31,958,000","639,000",NTD,"1,000",0.99,0,0.23,0,2,0,0,100,,,粘瑞益(2014/10/31到任),富邦台灣科技指數證券投資信託基金(2015/07/01~2015/08/13),富邦台灣發達指數股票型證券投資基金(2014/10/09~2015/08/13),,,,此基金以追蹤「上証 180兩倍槓桿指數」之績效表現為基金投資組合管理之目標,，該指數為因應追蹤「上証 180指數」單日之正向兩倍表現之投資策略所編製及,計算，編製規則尚包括無風險利率以反映實際投資之資金成本；該基金投資於中,華民國境內之基金受益憑證 (含ETF)、政府公債及貨幣市場工具、大陸地區上海,證交所之上市股票以及於大陸地區、香港及新加坡等國家或地區之證券交易所發,行及交易之受益憑證等，並得從事符合主管機關許可之證券相關商品，從事證券,相關商品交易曝險部位不超過基金淨資產價值之220%。,,,,,,,,,,,,富邦上証 180正向兩倍基金,2014/11/11,,,,,,,,,FP44   於20141119換碼為00633L 。,,
00634R FB上証反1,Current,38633027,TW00000634R1,富邦中國 ETF傘型證券投資信託基金之富邦上証 180單日反向一倍證券投資信託基金,Fubon China ETF Umbrella Fund-Fund SSE 180 Inversed Index ETF,富邦證券投資信託,永豐銀行,,,,2014/11/11,2014/11/11,2014/11/25,,,,,,開放,"國內募集,投資國內外",ETF,,,跨國-中國反向ETF,跨國-中國反向ETF,RR5,,,,,Y,00634R,Y,00633L 富邦上証 180正2X,,"33,256,000","665,000",NTD,"1,000",0.99,0,0.23,0,2,0,0,100,,,簡伯容(2016/01/06到任),,,,,,此基金以追蹤「上証 180兩倍槓桿指數」之績效表現為基金投資組合管理之目標,，該指數為因應追蹤「上証 180指數」單日之正向兩倍表現之投資策略所編製及,計算，編製規則尚包括無風險利率以反映實際投資之資金成本；該基金投資於中,華民國境內之基金受益憑證 (含ETF)、政府公債及貨幣市場工具、大陸地區上海,證交所之上市股票以及於大陸地區、香港及新加坡等國家或地區之證券交易所發,行及交易之受益憑證等，並得從事符合主管機關許可之證券相關商品，從事證券,相關商品交易曝險部位不超過基金淨資產價值之220%。,,,,,,,,,,,,富邦上証 180反向一倍基金,2014/11/11,,,,,,,,,FP45   於20141119換碼為00634R 。,,
00635U 元大S&P 黃金,Current,38651191,TW00000635U2,元大標普高盛黃金ER指數股票型期貨信託基金,Yuanta S&P GSCI Gold ER Futures ETF,元大證券投資信託,臺銀,,,,2015/04/01,2015/04/01,2015/04/15,,,,,,開放,"國內募集,投資國內外",ETF,,,,,RR3,,,,,Y,00635U,N,,,"81,514,000",-,NTD,"1,000",1,0,0.15,0,1,0,0,40,,,方立寬(2015/04/01到任),元大黃金期貨信託基金(2011/03/01~2015/03/17),元大寶來環球關鍵資源證券投資信託基金(2010/05/20~2010/07/06),,,,,,,,,,,,,,,,,,,,,,元大標普高盛黃金ER期貨,2015/04/01,,,,,,,,,YT89   於20150323換碼為00635U 。,因應基金掛牌上市交易，於20150323換碼為00635U,
